work_key,work_id,house,state,state_key,district_name,ida_raw,ida_key,mp_name_raw,mp_name_clean,mp_key,constituency,elected_nominated,work_raw,work_category_raw,category_raw,category_nlp,work_description_raw,work_description_clean,recommended_date,sanction_date,completion_date,recommended_amount,sanction_amount,amount_disbursed,work_status,image_raw,source_stage,quarantine_reason,work_key_mode,work_key_source
wk_a1c78860c237,,RS,Tamil Nadu,Tamil Nadu,Salem,SALEM(DISTRICT COLLECTOR SALEM_IDA),SALEM,Dr. M. Dhanapal (2025-31) (2025-2031),M DHANAPAL,RS_M DHANAPAL,,Elected MP,Construction of bus-sheds or bus-stops,Normal/Others,Normal/Others,,Construction of Bus Shelter at Thamba Gavundanoor four Road,Construction of Bus Shelter at Thamba Gavundanoor four Road,2025-11-10 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a1c78860c237
wk_a21994b70a61,,RS,Telangana,Telangana,Mahabubabad,MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA),MAHABUBABAD,Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),RAVI CHANDRA VADDIRAJU,RS_RAVI CHANDRA VADDIRAJU,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,"Construction of Community Hall at Ward No.13, Beside BC Colony, Inugurthy","Construction of Community Hall at Ward No.13, Beside BC Colony, Inugurthy",2025-05-25 00:00:00,,,499000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a21994b70a61
wk_a248300870a7,,RS,Goa,Goa,North Goa,NORTH GOA(DISTRICT COLLECTOR NORTH GOA_IDA),NORTH GOA,Shri Sadanand Mhalu Shet Tanavade (2023-29) (2023-2029),SADANAND MHALU SHET TANAVADE,RS_SADANAND MHALU SHET TANAVADE,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,Construction of Community Hall,Construction of Community Hall,2025-09-23 00:00:00,,,4500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a248300870a7
wk_a26c6fb0f532,,RS,Karnataka,Karnataka,Chikkamagaluru,CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR),CHIKKAMAGALURU,Shri Jairam Ramesh (2022-28) (2022-2028),JAIRAM RAMESH,RS_JAIRAM RAMESH,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,Public community hall at Lakshmipura Bisilehalli Village & Panchayath.(SCP),Public community hall at Lakshmipura Bisilehalli Village & Panchayath.(SCP),2023-09-04 00:00:00,,,2000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a26c6fb0f532
wk_a2af17bc07ba,,RS,Uttar Pradesh,Uttar Pradesh,Lucknow,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),LUCKNOW,Dr. Dinesh Sharma (2023-26) (2023-2026),DINESH SHARMA,RS_DINESH SHARMA,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Construction of a road from the main gate of Shri Harivansh Baba Akshay Vat Ashram to the Manjhi Majhwa road corridor in village Rasid Kheda Majra Manjhi Nikrojpur Block Mal District Lucknow,Construction of a road from the main gate of Shri Harivansh Baba Akshay Vat Ashram to the Manjhi Majhwa road corridor in village Rasid Kheda Majra Manjhi Nikrojpur Block Mal District Lucknow,2026-01-10 00:00:00,,,2000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a2af17bc07ba
wk_a2bef2397cd8,,RS,Assam,Assam,Sivasagar,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),SIVASAGAR,Shri Pabitra Margherita (2022-28) (2022-2028),PABITRA MARGHERITA,RS_PABITRA MARGHERITA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,"CONSTRUCTION OF COMMUNITY HALL AT SRIMANTA SANKERDEV SANGHA, NAZIRA ZILA","CONSTRUCTION OF COMMUNITY HALL AT SRIMANTA SANKERDEV SANGHA, NAZIRA ZILA",2026-01-27 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a2bef2397cd8
wk_a316906eaaab,,RS,Assam,Assam,Sivasagar,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),SIVASAGAR,Shri Pabitra Margherita (2022-28) (2022-2028),PABITRA MARGHERITA,RS_PABITRA MARGHERITA,,Elected MP,Construction of additional rooms and halls in the existing public and community building,Normal/Others,Normal/Others,,"DEVELOPMENT OF DEOPANI CHA BAGISHA RANGA MANCHA, DEOPANI GRANT","DEVELOPMENT OF DEOPANI CHA BAGISHA RANGA MANCHA, DEOPANI GRANT",2025-03-17 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a316906eaaab
wk_a379d469c552,,RS,Assam,Assam,Sivasagar,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),SIVASAGAR,Shri Pabitra Margherita (2022-28) (2022-2028),PABITRA MARGHERITA,RS_PABITRA MARGHERITA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,CONSTRUCTION OF ROMAN SANSKRITIK KENDRA,CONSTRUCTION OF ROMAN SANSKRITIK KENDRA,2026-01-27 00:00:00,,,200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a379d469c552
wk_a394e46993f0,,LS,Assam,Assam,Nagaon,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),NAGAON,Pradyut Bordoloi,PRADYUT BORDOLOI,LS_PRADYUT BORDOLOI,NOWGONG,,Construction of community centers and community halls,Normal/Others,Normal/Others,,"Construction of community hall at Teromile near Iman Ali house, Pachim Salpara, Salpara GP","Construction of community hall at Teromile near Iman Ali house, Pachim Salpara, Salpara GP",2024-12-02 00:00:00,,,200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a394e46993f0
wk_a3f3b33c63e1,,RS,Gujarat,Gujarat,Patan,PATAN(DISTRICT COLLECTOR PATAN_IDA),PATAN,Shri Mayankkumar Nayak (2024-30) (2024-2030),MAYANKKUMAR NAYAK,RS_MAYANKKUMAR NAYAK,,Elected MP,Construction of rooms and halls in school and colleges,Normal/Others,Normal/Others,,Construction of room in a secondary school in Der village,Construction of room in a secondary school in Der village,2025-05-29 00:00:00,,,490000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a3f3b33c63e1
wk_a4194ad38525,,RS,Odisha,Odisha,Khordha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),KHORDHA,Shri Subhasish Khuntia (2024-30) (2024-2030),SUBHASISH KHUNTIA,RS_SUBHASISH KHUNTIA,,Elected MP,Construction of community centers and community halls,Repair and Renovation,Repair and Renovation,,"Renovation of Trinath Community Center and Mandap, Kalpana Labour Colony.","Renovation of Trinath Community Center and Mandap, Kalpana Labour Colony.",2025-09-15 00:00:00,,,150000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a4194ad38525
wk_a486ca80e8c2,,LS,Odisha,Odisha,Khordha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),KHORDHA,Smt Aparajita Sarangi,APARAJITA SARANGI,LS_APARAJITA SARANGI,BHUBANESWAR,,Construction of public libraries and reading rooms,Normal/Others,Normal/Others,,"Block-Bolgarh, Construction of Library Hall of Village-Bolgarh, GP-Bolgarh","Block-Bolgarh, Construction of Library Hall of Village-Bolgarh, GP-Bolgarh",2024-12-17 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a486ca80e8c2
wk_a4926653a5bc,,RS,Maharashtra,Maharashtra,Pune,PUNE(DISTRICT COLLECTOR PUNE_IDA),PUNE,Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),MEDHA VISHRAM KULKARNI,RS_MEDHA VISHRAM KULKARNI,,Elected MP,Construction of water tanks,Normal/Others,Normal/Others,,Ward No.1 Construction of a water tank at Purandar Vasahat.,Ward No.1 Construction of a water tank at Purandar Vasahat.,2025-05-23 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a4926653a5bc
wk_a4f473a0a19d,,RS,Karnataka,Karnataka,Bengaluru Urban,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),BENGALURU URBAN,Shri Lahar Singh Siroya (2022-28) (2022-2028),LAHAR SINGH SIROYA,RS_LAHAR SINGH SIROYA,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Construction of CC Road from the entrance of Kittaganahalli lake to Arali mara,Construction of CC Road from the entrance of Kittaganahalli lake to Arali mara,2025-06-05 00:00:00,,,12000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a4f473a0a19d
wk_a51eb9a9d889,,RS,Kerala,Kerala,Kannur,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),KANNUR,Dr. John Brittas (2021-27) (2021-2027),JOHN BRITTAS,RS_JOHN BRITTAS,,Elected MP,Purchase of books and periodicals for libraries/digitization of library books,Normal/Others,Normal/Others,,"Purchase and distribution of books to Sir Syed College, Taliparamba Municipality, Kannur District","Purchase and distribution of books to Sir Syed College, Taliparamba Municipality, Kannur District",2026-01-01 00:00:00,,,50000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a51eb9a9d889
wk_a578b0b340c4,,RS,Assam,Assam,Sivasagar,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),SIVASAGAR,Shri Pabitra Margherita (2022-28) (2022-2028),PABITRA MARGHERITA,RS_PABITRA MARGHERITA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,"CONSTRUCTION OF OFFICE BUILDING OF GAON PRADHAN NAZIRA, WARD NO. 10, NAZIRA","CONSTRUCTION OF OFFICE BUILDING OF GAON PRADHAN NAZIRA, WARD NO. 10, NAZIRA",2025-03-17 00:00:00,,,1200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a578b0b340c4
wk_a57c7a03c0d6,,RS,Odisha,Odisha,Puri,PURI(DISTRICT COLLECTOR PURI_IDA),PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),SUBHASISH KHUNTIA,RS_SUBHASISH KHUNTIA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,"Construction of Community Center at Alikota Jaga, Pathuria Sahi","Construction of Community Center at Alikota Jaga, Pathuria Sahi",2025-08-28 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a57c7a03c0d6
wk_a5ac39eacc05,,RS,Telangana,Telangana,Hyderabad,HYDERABAD(DISTRICT COLLECTOR HYDERABAD_IDA),HYDERABAD,Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),RAVI CHANDRA VADDIRAJU,RS_RAVI CHANDRA VADDIRAJU,,Elected MP,Installing tube-wells and borewells,Normal/Others,Normal/Others,,"Providing Tubular Well with water supply facilities in Ward No.91 at 2BHK Dignity Housing Colony, Indira Nagar, Khairatabad, Hyderabad District.","Providing Tubular Well with water supply facilities in Ward No.91 at 2BHK Dignity Housing Colony, Indira Nagar, Khairatabad, Hyderabad District.",2025-05-13 00:00:00,,,499000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a5ac39eacc05
wk_a5b7ed3a11cb,,LS,Madhya Pradesh,Madhya Pradesh,Burhanpur,BURHANPUR(District Collector Burhanpur_IDA),BURHANPUR,Gyaneshwar Patil,GYANESHWAR PATIL,LS_GYANESHWAR PATIL,KHANDWA,,Construction of community centers and community halls,Normal/Others,Normal/Others,,sabha mandap at ward number 3 near ram bhau narayan chaudhary house,sabha mandap at ward number 3 near ram bhau narayan chaudhary house,2024-10-14 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a5b7ed3a11cb
wk_a5cc4e0bb545,,RS,Assam,Assam,Chirang,CHIRANG(Deputy Commissioner Chirang_IDA),CHIRANG,Shri Rwngwra Narzary (2022-28) (2022-2028),RWNGWRA NARZARY,RS_RWNGWRA NARZARY,,Elected MP,Construction of community centers and community halls,Repair and Renovation,Repair and Renovation,,Renovation of Dhaligaon village community centre.,Renovation of Dhaligaon village community centre.,2025-08-11 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a5cc4e0bb545
wk_a5ed4b2c436b,,RS,Assam,Assam,Hailakandi,HAILAKANDI(Deputy Commissioner Hailakandi_IDA),HAILAKANDI,Shri Kanad Purkayastha (2025-31) (2025-2031),KANAD PURKAYASTHA,RS_KANAD PURKAYASTHA,,Elected MP,Construction of rooms and halls in school and colleges,Normal/Others,Normal/Others,,"Const. of additional classroom of Sarada Charan Dey College, Kalinagar.","Const. of additional classroom of Sarada Charan Dey College, Kalinagar.",2025-11-20 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a5ed4b2c436b
wk_a634178fde96,,LS,West Bengal,West Bengal,Darjeeling,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),DARJEELING,Raju Bista,RAJU BISTA,LS_RAJU BISTA,DARJEELING,,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Construction of CC road at Nichu Line Lohagarh Tea Estate,Construction of CC road at Nichu Line Lohagarh Tea Estate,2024-08-16 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a634178fde96
wk_a6761e97d308,,LS,Uttar Pradesh,Uttar Pradesh,Auraiya,AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA),AURAIYA,AKHILESH YADAV,AKHILESH YADAV,LS_AKHILESH YADAV,KANNAUJ,,Lighting of public spaces,Normal/Others,Normal/Others,,Installation work of a solar power light near the house of Shri Ratan Kumar son of Rajendra Singh village Kataiya post Badhin Bidhuna district Auraiya. By-Shri Tyagi Yadav 9457369650,Installation work of a solar power light near the house of Shri Ratan Kumar son of Rajendra Singh village Kataiya post Badhin Bidhuna district Auraiya. By-Shri Tyagi Yadav 9457369650,2024-12-10 00:00:00,,,15500.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a6761e97d308
wk_a73aca322249,,RS,Kerala,Kerala,Kannur,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),KANNUR,Shri Sandosh Kumar P (2022-28) (2022-2028),SANDOSH KUMAR P,RS_SANDOSH KUMAR P,,Elected MP,Lighting of public spaces,Normal/Others,Normal/Others,,Installation of Mini Mast Street Light near Payam Village office.,Installation of Mini Mast Street Light near Payam Village office.,2025-03-24 00:00:00,,,163723.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a73aca322249
wk_a73c213e9671,,LS,West Bengal,West Bengal,North 24 Parganas,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),NORTH 24 PARGANAS,SK NURUL ISLAM,SK NURUL ISLAM,LS_SK NURUL ISLAM,BASIRHAT,,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Normal/Others,Normal/Others,,Development of Chandipur Samsanghat under Chandipur G.P and Baduria Panchayet Samity (SL. No-36).,Development of Chandipur Samsanghat under Chandipur G.P and Baduria Panchayet Samity (SL. No-36).,2024-09-05 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a73c213e9671
wk_a73f5f9b5885,,RS,Kerala,Kerala,Kozhikode,KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),KOZHIKODE,Smt. P. T. Usha (2022-28) (2022-2028),P T USHA,RS_P T USHA,,Nominated MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,"Construction of Kav Road, Valiyaparambil in Ward No. 17 (Concreting)","Construction of Kav Road, Valiyaparambil in Ward No. 17 (Concreting)",2025-09-20 00:00:00,,,1400000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a73f5f9b5885
wk_a75ec0c1ed57,,LS,Maharashtra,Maharashtra,Pune,PUNE(DISTRICT COLLECTOR PUNE_IDA),PUNE,Amol Ramsing Kolhe,AMOL RAMSING KOLHE,LS_AMOL RAMSING KOLHE,SHIRUR,,Construction of community centers and community halls,Normal/Others,Normal/Others,,"Construction of hall at Cemetery Koldara Gonawad, Tq. Ambegaon, Dist. Pune","Construction of hall at Cemetery Koldara Gonawad, Tq. Ambegaon, Dist. Pune",2024-10-15 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a75ec0c1ed57
wk_a76bf7a78025,,RS,Odisha,Odisha,Khordha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),KHORDHA,Dr. Sasmit Patra (2022-28) (2022-2028),SASMIT PATRA,RS_SASMIT PATRA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,Construction of BATABRUKSHYA MANDAP COMMUNITY HALL near Daruchuka Pokhari,Construction of BATABRUKSHYA MANDAP COMMUNITY HALL near Daruchuka Pokhari,2023-12-31 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a76bf7a78025
wk_a77009be6239,,RS,Kerala,Kerala,Kannur,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),KANNUR,Dr. V. Sivadasan (2021-27) (2021-2027),V SIVADASAN,RS_V SIVADASAN,,Elected MP,Construction of stadiums,Trust and Society,Trust and Society,,Construction of Volley Ball Court for C Anandhan Smaraka Arts and Sports Club at Mudakkozhi in Muzhakkunn Panchayath,Construction of Volley Ball Court for C Anandhan Smaraka Arts and Sports Club at Mudakkozhi in Muzhakkunn Panchayath,2026-01-27 00:00:00,,,9500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a77009be6239
wk_a772379ff955,,RS,Uttar Pradesh,Uttar Pradesh,Ghazipur,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),GHAZIPUR,Dr. Sangeeta Balwant (2024-30) (2024-2030),SANGEETA BALWANT,RS_SANGEETA BALWANT,,Elected MP,Lighting of public spaces,Normal/Others,Normal/Others,,BLOCK DEOKALI GRAM PANCHAYAT CHILAR ME AMMAPAR PULIYA KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,BLOCK DEOKALI GRAM PANCHAYAT CHILAR ME AMMAPAR PULIYA KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,2024-09-29 00:00:00,,,21640.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a772379ff955
wk_a7729a699937,,RS,Rajasthan,Rajasthan,Jaisalmer,JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA),JAISALMER,Shri Madan Rathore (2024-30) (2024-2030),MADAN RATHORE,RS_MADAN RATHORE,,Elected MP,Construction of public toilets and bathrooms,Normal/Others,Normal/Others,,Construction of Public toilets,Construction of Public toilets,2026-01-08 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a7729a699937
wk_a7adacef6fb0,,RS,Madhya Pradesh,Madhya Pradesh,Ujjain,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),UJJAIN,Shri Balyogi Umeshnath (2024-30) (2024-2030),BALYOGI UMESHNATH,RS_BALYOGI UMESHNATH,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,Ujjain ward 9 nayapura prachin shree chintaharan siddhi vinayak ganesh mandir ke sameep sabhamandap samudayik bhawan nirman,Ujjain ward 9 nayapura prachin shree chintaharan siddhi vinayak ganesh mandir ke sameep sabhamandap samudayik bhawan nirman,2026-01-08 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a7adacef6fb0
wk_a7ae018d4d8e,,RS,Kerala,Kerala,Palakkad,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),PALAKKAD,Smt. P. T. Usha (2022-28) (2022-2028),P T USHA,RS_P T USHA,,Nominated MP,Installing tube-wells and borewells,Repair and Renovation,Repair and Renovation,,"Renovation of Gandhinagar Open well” in Ward No:13- Chuduvalathur, Shornur Municipality, Palakkad District.","Renovation of Gandhinagar Open well” in Ward No:13- Chuduvalathur, Shornur Municipality, Palakkad District.",2024-09-28 00:00:00,,,450000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a7ae018d4d8e
wk_a7b094cdcb03,,LS,Bihar,Bihar,Purbi Champaran,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),PURBI CHAMPARAN,Radha Mohan Singh,RADHA MOHAN SINGH,LS_RADHA MOHAN SINGH,PURVI CHAMPARAN,,Development of public parks,Normal/Others,Normal/Others,,MOTIHARI NAGAR KE MAHATMA GANDHI MARG ME CHARKHA PARK KE AAGE CHAURAHE PAR BAPU TOWER EWAM CHABUTARA KA NIRMAN.,MOTIHARI NAGAR KE MAHATMA GANDHI MARG ME CHARKHA PARK KE AAGE CHAURAHE PAR BAPU TOWER EWAM CHABUTARA KA NIRMAN.,2024-08-05 00:00:00,,,1497500.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a7b094cdcb03
wk_a8076f79e31d,,LS,Maharashtra,Maharashtra,Raigad,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),RAIGAD,Shrirang Appa Barne,SHRIRANG APPA BARNE,LS_SHRIRANG APPA BARNE,MAVAL,,Purchase of immovable sports equipment,Normal/Others,Normal/Others,,Provide Open Jim At Kandhroli At Kaloote Grampanchayt Tal Khalapur Dist Raigad,Provide Open Jim At Kandhroli At Kaloote Grampanchayt Tal Khalapur Dist Raigad,2024-12-21 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a8076f79e31d
wk_a87c1e186e09,,RS,Karnataka,Karnataka,Chikkamagaluru,CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR),CHIKKAMAGALURU,Shri Jairam Ramesh (2022-28) (2022-2028),JAIRAM RAMESH,RS_JAIRAM RAMESH,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,"Kadur/General/ Maravanji village, Hochihalli village panchayath","Kadur/General/ Maravanji village, Hochihalli village panchayath",2024-01-04 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a87c1e186e09
wk_a89dc463e756,,RS,Karnataka,Karnataka,Belagavi,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),BELAGAVI,Shri Jairam Ramesh (2022-28) (2022-2028),JAIRAM RAMESH,RS_JAIRAM RAMESH,,Elected MP,Construction of rooms and halls in school and colleges,Normal/Others,Normal/Others,,School Code. 29301003802,School Code. 29301003802,2025-09-19 00:00:00,,,2900000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a89dc463e756
wk_a8cac6981c32,,RS,West Bengal,West Bengal,North 24 Parganas,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),NORTH 24 PARGANAS,Shri Nagendra Ray (2023-29) (2023-2029),NAGENDRA RAY,RS_NAGENDRA RAY,,Elected MP,Improvement of electricity distribution infrastructure,Normal/Others,Normal/Others,,Improvement of electricity distribution and wiring works along with necessary fitting and fixture.,Improvement of electricity distribution and wiring works along with necessary fitting and fixture.,2025-08-19 00:00:00,,,7000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a8cac6981c32
